,GSM818563,GSM818564,GSM818565,GSM818566,GSM818567,GSM818568,GSM818569,GSM818570,GSM818571,GSM818572,GSM818573,GSM818574,GSM818575,GSM818576,GSM818577,GSM818578,GSM818579,GSM818580,GSM818581,GSM818582
NME6,0.7931867,0.80777775,0,0.6773384,0.66747615,0.6773384,0.591558,0.57089935,0.36635115,0.274963375,0.4823382,0.39827105,0.5594846,0,0.38783775,0.272634775,0.192336125,0.380443,0.184460765,0.29905189
NME7,0,0.027449622,0.294068055,0.025561483,0.025463536,0.06851879,0.05875909,0.025924195,0.0479619,0.071215285,0.08223605,0.11164173,0.14620783,0.006224805,0.07436625,0.123533825,0.104299681,0.0913296,0.070247325,0.100731734
NME1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012839574,0
NME2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NME3,0,0.08141257,0,0.039330675,0,0,0.026813374,0.010624274,0.012080132,0.024653913,0.024356375,0.010621992,0,0.056602205,0.039818665,0.016149862,0,0,0,0
NME8,0.052636105,0.050224795,0,0.01799295,0.005538773,0.016507559,0.031200765,0.003431037,0.0135223,0.017813645,0.010746373,0.007937322,0.014842373,0.00100211,0.016955913,0.005759707,0,0.007254425,0.006638915,0.008219387
NME9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002752626
FREM3,0.016918243,0,0,0.009737963,1.03E-05,0,0,0,0,0,0,0.002645071,0.000501944,0.000219431,0,0,0.003177276,0,0,0
FREM2,0,0,0,0,0,0,0,0.000573473,0,0,0,0,0,2.52E-05,0,0,0,0.001524315,0.001714037,0
FREM1,0,0,0,0,6.78E-05,0,0,0,0,0,0,0.008798103,0,0,0.005021992,0,0.003621675,0,0.003074041,0.003786045
PID1,0,0,0,0,0,0,0,0,0,0.003190854,0.009543977,0.006928509,0,0.000751516,0,0,0.019106894,0,0,0
ZNF37A,0,0,0.099593155,0,0,0,0,0,0,0,0.005368235,0.001437036,0,0,0,0,0.004995705,0.003116753,0,0
EPB49,0.4930353,0.31828855,0,0.17803478,0.4417892,0.248947025,0.2395627,0.274963375,0.33456365,0.22598011,0.3386102,0.3145623,0.253681655,0.247744735,0.429441,0.3825908,0.33072285,0.36635115,0.42730595,0.29203547
EPB42,0,0.0317243,0.262129185,0,0.022197477,0.029846423,0.020549342,0.03824823,0.016326393,0.025510171,0,0.06129712,0.045712065,0.06819742,0.022372071,0.03934293,0.012952095,0.060460395,0.07566237,0.04071527
EPB41,0.042379515,0.089743165,0.3301517,0.04979188,0.5063476,0.155637725,0.063093455,0.105178521,0.281545195,0.128617705,0.08492421,0.304741955,0.18226337,2.8978495,0.131684415,0.3401905,0.4815966,0.282464265,0.718107,0.42028525
GSKIP,0.27083026,0.3460931,1.5185902,0.23329975,0.078176355,0.14895857,0.3688201,0.38857725,0.2565066,0.277688795,0.3249974,0.26277904,0.27822966,0.03805751,0.26136355,0.14200355,0.106734407,0.040691255,0.015495335,0.048743115
MATR3,0.152990015,0.138946735,0,0.05461186,0.065549205,0.038805055,0.05431462,0.05206995,0.106804515,0.072497315,0.03621021,0.06886999,0.072555,0.8672567,0.062270485,0.129772185,0.047048235,0.053371555,0.097225149,0.132592225
SMA5,0.017050984,0,0,0,0.024125438,0,0,0,0,0,0,0,0,0,0,0,0.038935275,0,0,0
SMA4,0.01743871,0,0,0.03260289,0.001531325,0,0,0,0,0.007405148,0.006428077,0,0.035510995,0.000132184,0,0.048419875,0.003754627,0,0.00725941,0.001975895
TIAM1,0,0,0,0,0.00027641,0.00040829,0,0,0,0,0,0,0,0.000207128,0,0,0,0,0,0
TIAM2,0,0,0,0,0,0,0,0,0,0.003137,0,0,0.003514227,0.013923755,0.021201241,0.009963469,0.006366569,0,0.005657164,0.019126246
GFOD2,0,0,0,0,0.002582582,0,0,0,0,0.000413726,0,0,0.00045395,0,0,0.001518765,0,0,0.00170309,0
GFOD1,0,0.026898958,0,0.031971655,0.037400595,0.07621107,0.020380079,0.030319455,0.0837385,0.035862095,0.018675524,0.019848881,0.016905723,0.053201955,0.016550129,0.029678854,0.014569647,0.013605909,0.012976419,0.016922801
TINCR,0,0,0,0,0.000241475,0.001784163,0,0,0,0,0.004054088,0.002463483,0.002265204,0.00727336,0.007156004,0,0.00176806,0,0,0
KATNAL1,0,0,0,0,0,0,0,0,0,0,0.007123837,0,0,0,0,0,0,0.001520311,0,0
KATNAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATG10,0,0,0,0,0.020442386,0,0.01187058,0,0.004129029,0,0.010815677,0.012018597,0.009632462,0.003525023,0,0.005792036,0.02242212,0.014786571,0.022179191,0.008308632
ATG12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021667218,0.003283432,0,0,0,0
ATG13,0.024788542,0.0900315,0.21079684,0.014632798,0.022698399,0.022123003,0.04358245,0.0414375,0.03581781,0.04638968,0.02729761,0.018633132,0.038741085,0.049184905,0.026610217,0.055076215,0.03366936,0.027810963,0.03072484,0.030649715
ATG14,0,0.039670465,0.299611095,0.05305379,0.029437791,0.03953711,0.038194155,0.044725985,0.05714135,0.029267864,0.04604732,0.09601949,0.04409961,0.51630695,0.090453585,0.057999735,0.084777605,0.040935415,0.055663515,0.13764321
MIR3692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3690,0,0,0,0,0,0,0,4722.907,0,610.6975,0,1721.0444,0,4722.907,0,175.37287,0,610.6975,0,161.43941
LINC00597,0,0,0,0,0.011733897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSTM2L,0.060860035,0.022123003,0,0.020874223,0.035713885,0.005340007,0,0.03066415,0.010751544,0.021791328,0.021809112,0.014484817,0.011700264,0.07502493,0,0.014501838,0,0.017825557,0.026590831,0.010251323
VSTM2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSTM2B,0.74790585,0.50286975,0,0.3865503,0.246211505,0.48077975,0.52990605,0.70770725,0.92942015,0.86214095,0.9845762,0.45741105,0.63762835,0.090453585,0.7377418,0.3680202,0.67263525,0.68404095,0.80169315,0.6044873
LOC100128076,0,0,0,0.050171915,0,0,0,0,0,0,0,0.00064211,0,0,0,0,0,0,0,0
C1orf43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTAFR,0.067374575,0.03728315,0.14378963,0.011760943,0.06894085,0.03309019,0.007357494,0.05146618,0.074222815,0.025706212,0.023151508,0.03032936,0.03793557,0.204642575,0.014152453,0.025510171,0.096212899,0.04858526,0.08212669,0.048489665
OPA1-AS1,0,0,0,0,0.028992535,0,0,0,0.005032507,0.001554724,0,0,0,0.017134543,0,0,0,0,0.002869458,0
SPICE1,0,0.011077524,0,0.010440033,0.080355235,0.022103312,0.009948922,0.007651249,0.010582126,0.011203684,0.012229981,0.05217147,0.022103312,0.071778475,0.008520277,0.06790974,0.029255383,0.05042249,0.06079734,0.050171915
LINC00599,0,0,0,0,0,0,0.009684958,0,0,0,0,0,0,9.23E-05,0,0,0,0,0,0
FRMD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC148709,0,0.01896446,0.13040335,0.017906224,0.005487867,0.021859096,0.04052162,0.020411759,0.008708053,0.008453922,0,0.003980939,0,0,0,0.005714375,0,0.014598521,0,0.008166563
FRMD1,0,0,0,0,0.000324048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00116,0,0,0,0,0.010288752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00115,0.32733895,0.44443045,0.6423865,0.4823382,0.267054885,0.398821,0.289508825,0.297137885,0.299611095,0.304430755,0.308971345,0.30562824,0.273788835,0.15961022,0.377925,0.286677565,0.164898855,0.248692105,0.25246107,0.33683335
LINC00114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THRAP3,0.34667025,0.66815195,1.3795147,0.32538635,0.139398765,0.34723995,0.44029315,0.278805455,0.19409971,0.250017125,0.19346865,0.2565066,0.256830215,0.17144318,0.301464025,0.21163035,0.11155124,0.13304013,0.15908327,0.1698718
GLCE,0,0,0,0.008958198,0.000152795,0,0,0,0,0,0,0.000749201,0,0.003930204,0,0.002756492,0,0.002291462,0,0
AIF1L,0,0,0,0,0.000275704,0,0,0.002041618,0,0,0,0,0,0,0,0,0,0,0,0.035965375
GSTM1,0.192336125,0.174677945,1.02314505,0.2363282,0.285062125,0.33349605,0.103424941,0.2718868,0.2770074,0.186459415,0.19441036,0.37831355,0.241264565,0.6615965,0.22304689,0.25472103,0.3440337,0.42473695,0.602912,0.4167925
GSTM2,0.044675898,0.12315608,0.4569245,0.0673444,0.07286834,0.0912432,0.062967225,0.04267806,0.030021225,0.045990945,0.05582194,0.03317537,0.07706442,0.006920278,0.026059313,0.020831426,0.012107905,0.03785706,0,0.04555171
GSTM3,0,0,0,0.019387602,0.001376255,0,0.01836329,0.006136968,0.012047529,0.001749645,0.015580085,0,0.007777865,0.004037829,0.014373809,0.009496696,0.004271749,0,0,0.002318731
GSTM4,0,0,0,0,0.004469835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTM5,0,0.07370854,0,0,0.025697094,0.016985585,0.07258975,0.019224451,0.00685514,0.021236521,0,0.018897331,0,0.071215285,0.05477385,0,0.024085821,0.03527869,0.047790805,0.02791889
LOC647323,0.153684165,0.23041889,0,0.04420494,0.47808385,0.231658725,0.162911705,0.32232245,0.856435,0.25990496,0.093738153,0.83331395,0.4358808,8.056139,0.19783871,0.8502491,1.0809471,0.755746,1.9390585,1.2235403
MIR1245A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1245B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRCC1,0,0.02108021,0,0,0.037898735,0.007058615,0,0,0,0.000528699,0,0.003190854,0,0.022611758,0.021879581,0.015245722,0,0,0,0.004008315
RCHY1,0,0.012204161,0,0,0.036462165,0.01807385,0.011882717,0.015949353,0.028729325,0.012890856,0,0.022219769,0.014764136,0.052824705,0,0.024532014,0.025852101,0.021809112,0.0489517,0.04050918
LOC728606,0,0,0,0,0.000597197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSTNP2,0,0.040007305,0,0.03581781,0.018614506,0,0,0,0.010800517,0,0.076538605,0,0,0.016718545,0,0.014424479,0,0.0547474,0,0
DIO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPT1A,0,0.011222067,0.103929822,0,0.005926,0,0.006447965,0.009554786,0.009033742,0.005110024,0.00907133,0.008339551,0.005468157,0.009711259,0.006086313,0.007249749,0.003589969,0.006079983,0.014519872,0.007013818
CPT1C,0.02576327,0.016408832,0,0,0.003535924,0.002952793,0.006357703,0.007872028,0.001808386,0.004891616,0.004330226,0.003263835,0.000867821,0.005702369,0,0,0.013476973,0.002182338,0.005368235,0.003709731
CPT1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPST2,0,0,0,0,0,0,0,0.009109578,0,0,0,0.020353642,0,0,0,0,0,0,0,0
TPST1,0.058428885,0.02126231,0,0,0.028911364,0.03868575,0.013192798,0.02361458,0.03463886,0.015129156,0.020927651,0.031994148,0.020026568,0.16694647,0.019071407,0.093458913,0.050927813,0.059988878,0.08834506,0.120457853
MCM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191767,0,0,0.002594528,0,0,0
MCM6,0,0,0,0,0.000259562,0,0.007748363,0.001744619,0.004847536,0.00190398,0,0.002386234,0,0.000226164,0,0,0.004524612,0,0.003857103,0
MCM5,0,0,0,0,0,0.003440296,0,0,0,0,0,0.003548309,0,0,0,0,0,0,0.005966924,0.007324882
MCM4,0,0,0,0,0.000164824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP19,0,0.01682358,0,0.015564056,0.004003011,0.005832423,0,0,0,0.001287766,0,0,0.00339924,0,0.006116094,0.002689716,0,0.003542459,0.008606301,0
MCM2,0.77061165,0.52092805,0,0.995115,0.93788795,1.32250755,0.6627034,0.49917045,0.4086979,0.400486,0.6773384,0.69561515,0.7007753,0.120796785,0.58037865,0.81340065,0.82038295,0.6187264,1.06277355,0.7584135
N4BP2L2-IT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP15,0,0,0,0,0,0,0,0,0,0,0,0.004219949,0,0.003701615,0,0,0.002360378,0,0,0
DUSP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP16,0.017131037,0.014478445,0,0.009878437,0.000114871,0.00426399,0.005999005,0.013566862,0,0.002322124,0.005573885,0.008172435,0.002693995,0.007280524,0.017313678,0.00587381,0.009866585,0.005125773,0.002554532,0
DUSP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCM9,0,0.011848666,0,0,0.021054488,0,0,0.015029116,0,0.003472212,0,0.006059357,0.001681909,0.020811981,0,0.02043321,0,0.003791193,0.012903674,0
DUSP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQSTM1,0.4438666,0.32117445,0,0.245939415,0.157678495,0.131261065,0.43298295,0.087354355,0.089298585,0.0645932,0.092717748,0.086376085,0.11263051,0.020308979,0.072380865,0.04006303,0.007839577,0.040444275,0.011203684,0.027776025
CSH2,0,0,0,0,0,0.024773035,0,0,0.010462924,0,0,0,0,0,0,0,0,0,0.016689182,0
CSH1,0,0,0,0,0,0,0,0,0,0,0,0.005984051,0.006917227,0.011035397,0,0,0,0,0,0
EPC2,0.02141997,0,0,0,0.004700094,0,0.008038089,0.001859195,0.002360378,0.007717047,0,0.002494773,0.005378056,0.011093766,0,0,0,0.008708053,0.008380556,0.015737746
EPC1,0,0.048489665,0.21715497,0,0.00990557,0.004992839,0.005738998,0.019552464,0.012703023,0.007231391,0.011852919,0.029829077,0.026084521,0.022798626,0.0108771,0.01739807,0,0.012367517,0.017300905,0.009690465
HSPB11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPRD1,0,0.045298775,0.207589825,0.040187645,0.015509104,0.029684783,0,0,0.018568313,0.011855352,0,0.005341519,0.020583324,0.019418362,0.05680054,0.007675456,0.009821984,0.019649232,0,0
DPF2,24.23841,26.706575,175.37287,17.1338305,6.3065545,10.3526805,20.4679525,11.332168,8.4218515,8.8227405,13.2712035,11.512656,15.1439835,2.157331,16.559882,13.8566555,12.914579,11.512656,7.476328,9.7797925
TSR2,0,0.03290729,0,0,0.0141615,0,0,0,0.017731673,0,0,0.032729105,0,0.025826098,0,0,0,0,0.002779041,0
MIR888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKMYT1,0,0,0,0,0.01332381,0.005324567,0,0.01440848,0.01071603,0.010494167,0.03198833,0.009510442,0.011124018,0.01061971,0,0.05099951,0.002154368,0.017774215,0.033812035,0.021939601
SBF2-AS1,0,0.01683224,0.122109835,0.015587318,0.003987455,0.003105652,0.018695149,0.016990298,0.003396906,0.010917146,0.009234387,0.01341251,0.003432429,0,0,0,0,0,0.005544195,0
FLJ41350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCS1L,0.30280342,0.611747,0,0.256939743,0.24393828,0.1804008,0.71208665,0.12391998,1.3587195,0.6710658,0.47808385,0.23329975,0.176632195,5.5025305,0.8953308,0.3658907,0.12810595,0.18476433,0.47808385,0.54432505
LOC100505687,0.127683235,0.04974414,0,0.119007755,0.03781429,0.11341468,0.091720075,0.09245429,0.07135016,0.075579925,0.162131905,0.09073413,0.061872555,0.03866649,0.146835385,0.07571199,0.044041385,0.08826547,0.068486345,0.040424055
LOC153684,0.400486,0.49386825,0,0.36133865,1.0809471,0.7324708,0.4622836,0.53280435,0.60356125,0.458703075,0.274092725,0.6171172,0.5023365,1.6192233,0.3760631,0.59661275,0.75691185,0.80777775,0.90628105,0.67917055
TMF1,0.93984565,1.0872486,0,1.55863335,0.853183,1.06277355,0.97966595,1.1265222,1.47783815,1.0598839,1.928976,1.2655685,1.132103,0.42208595,1.49214295,1.4348089,1.4303475,1.09759575,1.74152835,1.3085599
FCGBP,0,0.008701224,0,0,0.000267329,0.000593606,0.005132908,0,0,0,0,0.00168915,0.001384219,0.000136909,0.004010919,0,0.002556644,0,0.000757841,0.002567551
ANKHD1-EIF4EBP3,0.05135241,0.042005385,0,0.023338923,0.05155693,0.051782685,0.05657068,0.06642516,0.05647181,0.04632313,0.06301846,0.07844246,0.06220626,0.124506885,0.045460185,0.085354635,0.07750988,0.018313484,0.050019995,0.0801356
LOC646743,0.014344464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZADH2,0,0,0,0,0.000399455,0.002828635,0,0,0.000834651,0,0,0,0,0,0,0,0,0,0,0
SNORD57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC65,0.03726324,0.08168132,0.6773384,0.05595832,0.18706109,0.203056825,0.050722215,0.19877301,0.023890135,0.12032793,0.04446115,0.051940815,0.108772875,0.11861391,0.030319455,0.0413919,0.07804091,0.077358135,0.149044515,0.023208364
CCDC64,0,0,0,0,0.000314218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC67,0,0,0,0,0,0,0.010370166,0,0,0,0,0,0,5.58E-05,0,0,0,0,0,0
VDR,0.028333098,0.037604995,0.63762835,0.071778475,0.013147429,0.045990945,0.079715715,0.05788654,0.040180795,0.066347855,0.10929541,0.016464212,0.02506886,0.025267094,0.04548367,0.016104245,0.019996417,0.04004098,0.021192538,0.01139651
CCDC61,0,0,0,0,0.002222415,0,0,0,0,0,0,0.005216227,0.012750458,0,0,0.007439988,0,0,0,0
CCDC60,0,0.018180878,0.170670385,0,0.004891616,0.015204469,0.011203684,0,0,0,0,0,0,0,0,0,0,0.00684268,0,0.016229862
CCDC63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064211,0,0,0,0,0,0
CCDC62,0.29689125,0.23442601,1.48195055,0.167909835,0.17276531,0.137865245,0.34298335,0.215742695,0.247744735,0.21079684,0.232342485,0.22637271,0.257306545,0.307560845,0.179121225,0.31738645,0.2565066,0.218623795,0.304741955,0.294068055
CCDC69,0.09220593,0.01402847,0,0.082535525,0.11042389,0.087652365,0.108010265,0.4629405,0.4323756,0.3928401,0.42842225,0.17787281,0.2518776,0.18725384,0.128501635,0.08717673,0.13474647,0.17695085,0.17323816,0.13249491
CCDC68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000858723,0
EP400,0,0,0,0,0,0,0,0,0,0,0.003804882,0,0,0,0,0,0,0,0,0
CABS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD18B,0,0,0,0,0,0,0,0.001766204,0,0,0,0,0,0.001423422,0,0,0,0,0,0
ANKRD18A,0,0.01743871,0,0,0.00178965,0.012616756,0.025342952,0.000867821,0.002288961,0.001949293,0,0.004751114,0.020978265,0.020160394,0,0.003503829,0,0.008463167,0.003899969,0.005018202
SH2D5,0.185173815,0.04105748,0.42473695,0.0517554,0.086224405,0.07135016,0.084242715,0.098785719,0.14698903,0.093432165,0.06716186,0.076911635,0.080233165,0.193815585,0.070949985,0.105590342,0.11826294,0.121742145,0.16536968,0.13294628
SH2D6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023454529,0
SH2D7,0.11180184,0.30378911,0.7681356,0.222726265,0.11298743,0.18323158,0.272919455,0.20074607,0.04527069,0.164236145,0.216159025,0.081077885,0.14848927,0.004671598,0.226144455,0.04785814,0.05557534,0.23538163,0.027610642,0.06890416
DENND5B-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050664595,0,0
APLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001946913,0,0,0
LOC440243,0,0,0,0,0.001742388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001907138,0
SART3,0,0.012234227,0.107484623,0,0.00021996,0,0.007065146,0.007726727,0.004073264,0.003758052,0,0.004005551,0,0.010862689,0,0.014252489,0.005616068,0,0.0034584,0
SART1,0.07702721,0.087068025,0.26182197,0.06012646,0.2005314,0.125476135,0.032428495,0.11652414,0.0912432,0.113905915,0.09037667,0.04418429,0.10850704,0.012952095,0.09197171,0.06642516,0.077616055,0.050722215,0.08053016,0.0562727
APLF,0.05917188,0.04883708,0,0.012211447,0.021167978,0.019224451,0.007669704,0.013713043,0.015636198,0.012435589,0,0.002897019,0.00497944,0.037844455,0.026767051,0.010050249,0,0.004396606,0,0.005371365
SLC25A40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A41,0.21180532,0.33381575,0,0.207207365,0.1577591,0.290467435,0.263059355,0.212599815,0.28427851,0.2280347,0.207207365,0.20828303,0.207399115,0.14097919,0.170492425,0.128617705,0.09601949,0.105714414,0.248947025,0.18489862
SLC25A42,0.022831633,0.014459079,0,0,0.012823606,0.035510995,0,0.002139504,0.00896695,0.006040388,0.007900316,0.00545093,0.006116094,0.005904189,0.007730431,0.003923755,0,0,0.005670647,0.005738998
SLC25A43,0,0,0,0,0.000159904,0,0,0.001243416,0,0,0,0,0,0.002904756,0,0,0,0,0,0
SLC25A44,0.021471759,0.022622947,0.284556405,0.02129897,0.0408069,0.034818735,0.04369678,0.028149198,0.029846423,0.027701789,0.017497359,0.017029371,0.01521077,0.031260795,0,0.019041854,0.017740276,0.022287023,0.008414652,0.014156956
SLC25A45,1.32250755,1.4211956,4.711783,1.43762245,1.42659865,1.2797583,1.8134395,2.1011435,1.42659865,1.772058,1.65306445,1.62525065,1.913405,0.129925975,1.6438856,1.12424635,1.15835615,1.71317585,0.7843023,0.7309692
SLC25A46,0,0,0,0,0,0.003998731,0,0,0,0,0,0,0,0,0,0,0.001886248,0,0,0
SLC25A47,0.068445065,0.123058905,0.7843023,0.195793945,0.085972705,0.11979754,0.17092303,0.104667406,0.10867689,0.1335428,0.1253809,0.06630777,0.07060912,0.043988615,0.11947157,0.105178521,0.0517554,0.113309315,0.10850704,0.076716215
SLC25A48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDZD7,0.06988177,0.064381715,0.29497968,0.147321825,0.09549656,0.098306172,0.094867207,0.08840553,0.050774475,0.07037802,0.093309803,0.08119415,0.122850715,0.030836585,0.049047,0.07849159,0.102416954,0.084576755,0.08557155,0.06690231
PDZD4,0.74650305,0.4891366,0,0.34997165,0.616246,0.6542485,0.57453315,0.74650305,0.72687805,0.5889108,0.58108655,0.52092805,0.6627034,0.174735108,0.64541745,0.590497,0.55246735,0.7931867,0.4872456,0.6276324
PDZD3,0,0,0,0,0.002092046,0,0,0,0,0,0.004694596,0,0,0.003631567,0,0,0,0,0,0
LOC645212,0.117636585,0.08392528,0.53610295,0.051325675,0.04593752,0.019576382,0.14200355,0.0046325,0.007953019,0.034774,0.09867749,0.007187284,0.027417416,0.007599949,0,0.010676478,0.02868167,0,0.019299147,0
FAM105A,0.176632195,0.163229105,0,0.059819235,0.022864069,0.040208655,0.07370854,0.037033835,0.05598313,0.041131115,0.11164173,0.05086481,0.038578675,0.024315238,0.098838325,0.069606285,0.08080389,0.05219561,0.04866095,0.060985905
ANKEF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDZD9,0.086286075,0.041088065,0,0.021085432,0.09665885,0.138530125,0.14378963,0.186459415,0.141674095,0.147116965,0.087251545,0.11268003,0.150308145,0.12315608,0.107554495,0.094538555,0.04604732,0.015342405,0.017842356,0.124899265
PDZD8,0.03410917,0.105060045,0.69821015,0.012246243,0.0424564,0.07804091,0.04604732,0.076320655,0.04681815,0.046803485,0.043539925,0.013827804,0.032413765,0.018010961,0.010960376,0.021575763,0.025582972,0.004418816,0.0038022,0.02015137
OR1J4,0,0,0,0,0.023373639,0,0,0,0,0,0,0,0,0.013319298,0.013192798,0,0,0.01112948,0,0
SGPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGPP1,0,0,0,0,0.000283197,0,0,0,0,0,0,0,0,0.003567645,0,0,0,0,0,0
WTAP,0,0,0,0,0.014857433,0.004684137,0,0.00047425,0,0,0,0.000979544,0.007940002,0,0.015029116,0,0.028729325,0,0,0.014075065
CHEK2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP8A2,0,0,0,0,0,0,0,0.002872111,0.001683982,0.001357561,0,0.005221199,0,0.000287801,0,0,0,0.007714774,0.001214136,0.003876464
ATP8A1,0.016203985,0.019795116,0,0.018716023,0.035965375,0.026481225,0.015053679,0.015516534,0.021042974,0.018415066,0.014973897,0.021229912,0.022310941,0.05750195,0.03525784,0.03881995,0.03666314,0.03062114,0.060460395,0.0352125
ADTRP,0,0,0,0,0,0.006088455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLOC1S5-TXNDC5,0,0,0,0,4.80E-19,0.000318033,0,0,0,0.000340719,0,0.000406032,0,5.40E-08,0,0,0,0,0,0.001358704
LOC729121,0,0,0,0,0,0.000635504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002428646
C1orf100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC14B,0.076052693,0.094789266,0,0.025797318,0.06764964,0.17551515,0.05947157,0.098975019,0.077931,0.08352468,0,0.033828535,0.015554527,0.002318731,0.07509017,0.019154649,0.023038716,0.011587954,0.010909954,0.027857175
OR10A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR10A2,0,0,0,0,0,0.003956153,0.030155318,0.002599881,0,0,0.011117303,0,0,0.065021933,0.024202563,0,0.023134506,0,0,0
OR10A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf106,0,0,0,0,3.98E-05,0,0,0,0.000826332,0.000411233,0.003921027,0,0,0,0,0,0,0,0,0
OR10A6,0,0,0,0,0.009601873,0.03142417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf109,1.10517025,0.982432,4.447062,1.6283737,1.5266993,1.6192233,1.42659865,0.9204767,1.0252907,0.92250675,1.5025607,0.88011205,0.77834285,0.46856005,1.09759575,1.2485722,1.7486779,1.0003637,1.42659865,1.5086278
